estimand,estimate,ci_lower,ci_upper,pr_east_gt_west,median_diff,median_ci_lower,median_ci_upper
mean_diff_east_minus_west,0.014860477162922159,-0.191971081091194,0.22853210674933735,0.5631,0.0022222222222216814,-0.17333333333333378,0.24969696969696997
