coverage_threshold,n_east,n_west,east_mean,west_mean,mean_diff_east_minus_west,ci_lower,ci_upper,pr_east_gt_west
0.0,29,61,5.541215803353734,5.551186135358267,-0.009970332004533233,-0.2468200930915392,0.21865749630684564,0.4774
0.3,27,59,5.56204660360216,5.5637687162178695,-0.0017221126157096478,-0.24996523770572768,0.23632548993431834,0.5024
0.5,25,56,5.551810331890332,5.583684897443826,-0.031874565553493994,-0.2866677158575554,0.20695959602401567,0.4104
